wiki_img_url	wiki_img_labels	wiki_img_labelsconf
Glenn_Thompson_(politician).jpg	Smile, Tie, Dress shirt, Gesture, Flag, Collar, Suit, Blazer, Flag of the united states, Event	0.9783474802970886, 0.8850327134132385, 0.8759870529174805, 0.852604866027832, 0.844530463218689, 0.8406929969787598, 0.7960938215255737, 0.7827344536781311, 0.7605191469192505, 0.7425245046615601
Blaine_Luetkemeyer.jpg	Glasses, Smile, Tie, Dress shirt, Gesture, Collar, Suit, Flag, Spokesperson, Blazer	0.9812896847724915, 0.9601447582244873, 0.9143064618110657, 0.8844865560531616, 0.852604866027832, 0.8366701006889343, 0.7924709916114807, 0.7893519997596741, 0.7874575257301331, 0.7826400399208069
Dana_Rohrabacher.jpg	Smile, Dress shirt, Tie, Coat, Sleeve, Gesture, Collar, Suit, Blazer, Formal wear	0.956413984298706, 0.9040166735649109, 0.8827282786369324, 0.8753684163093567, 0.8724503517150879, 0.852604866027832, 0.8413741588592529, 0.8125284910202026, 0.7827736139297485, 0.7720612287521362
Tom_Udall.jpg	Forehead, Smile, Skin, Chin, Eyebrow, Shirt, Tie, Dress shirt, Collar, Happy	0.9846563935279846, 0.9828360676765442, 0.9735158681869507, 0.9667108058929443, 0.9424967765808105, 0.9377473592758179, 0.9096466898918152, 0.879325807094574, 0.8396168351173401, 0.8090792298316956
Ted_Lieu.jpg	Chin, Smile, Dress shirt, Tie, Gesture, Collar, Flag, Spokesperson, Flag of the united states, Suit	0.966765284538269, 0.9165257215499878, 0.891129195690155, 0.8710436820983887, 0.852604866027832, 0.8406949639320374, 0.8312690854072571, 0.821803092956543, 0.8037508726119995, 0.7987060546875
Eric_Swalwell.jpg	Smile, Dress shirt, Tie, Sleeve, Gesture, Collar, Flag, Flag of the united states, Blazer, Official	0.9729558825492859, 0.9042544960975647, 0.8848486542701721, 0.8724488615989685, 0.852604866027832, 0.8414244055747986, 0.8352037072181702, 0.7999326586723328, 0.7827560305595398, 0.7579787969589233
Maria_Cantwell.jpg	Smile, Microphone, Facial expression, Organ, Human, Coat, Suit, People, Spokesperson, Blazer	0.9511958956718445, 0.9357165694236755, 0.9326072335243225, 0.9062484502792358, 0.9009742140769958, 0.8961273431777954, 0.8135143518447876, 0.8054772019386292, 0.7918567061424255, 0.7822895050048828
Carolyn_Maloney.jpg	Clothing, Forehead, Face, Cheek, Lip, Smile, Neck, Television presenter, Sleeve, Eyelash	0.987868070602417, 0.9846563935279846, 0.9825884699821472, 0.9788488149642944, 0.9681520462036133, 0.9571900963783264, 0.8857929706573486, 0.8829562067985535, 0.8036980032920837, 0.798658549785614
Luis_Gutiérrez.jpg	Smile, Picture frame, Tie, Dress shirt, Coat, Gesture, Collar, Suit, Happy, Blazer	0.9742041230201721, 0.9367508888244629, 0.8941540122032166, 0.8890061378479004, 0.863530695438385, 0.852604866027832, 0.8379018306732178, 0.8240115642547607, 0.812333881855011, 0.782576322555542
Angus_King.jpg	Forehead, Smile, Dress shirt, Collar, Tie, Flag, Suit, Wrinkle, Blazer, Gesture	0.9846563935279846, 0.9746698141098022, 0.891226053237915, 0.8404665589332581, 0.8376694321632385, 0.8012695908546448, 0.7986440062522888, 0.7850208878517151, 0.7824509739875793, 0.7720588445663452
Claire_McCaskill.jpg	Clothing, Smile, Chin, Outerwear, Facial expression, Neck, Sleeve, Pantsuit, Blazer, Jewellery	0.9878483414649963, 0.9725888967514038, 0.966833770275116, 0.952129065990448, 0.9323433041572571, 0.8807986378669739, 0.8709134459495544, 0.7997725009918213, 0.7824090123176575, 0.7451645135879517
Gregorio_Sablan.jpg	Smile, Coat, Gesture, Flag, Collar, Suit, Blazer, Flag of the united states, Official, Event	0.8862976431846619, 0.8552063703536987, 0.8509777784347534, 0.8266571760177612, 0.8032236099243164, 0.7941020131111145, 0.7827000617980957, 0.7497875690460205, 0.7356350421905518, 0.727078378200531
Salud_Carbajal.jpg	Glasses, Smile, Vertebrate, Vision care, Dress shirt, Gesture, Flag, Tie, Collar, Eyewear	0.9840487241744995, 0.9719158411026001, 0.9215595126152039, 0.9175607562065125, 0.8720690608024597, 0.852604866027832, 0.8469499349594116, 0.8442352414131165, 0.8400318622589111, 0.8095501065254211
Jeff_Merkley.jpg	Forehead, Dress shirt, Tie, Coat, Sleeve, Suit, Collar, Blazer, White-collar worker, Formal wear	0.9846563935279846, 0.9064991474151611, 0.9037553071975708, 0.8874501585960388, 0.8724497556686401, 0.8482997417449951, 0.8414339423179626, 0.78277987241745, 0.7625717520713806, 0.7589120864868164
Bobby_Scott_(politician).jpg	Forehead, Glasses, Smile, Tie, Vision care, Dress shirt, Sleeve, Gesture, Collar, Flag	0.9846563935279846, 0.9817460775375366, 0.979109525680542, 0.8981720805168152, 0.8869941234588623, 0.8772560358047485, 0.8668596744537354, 0.852604866027832, 0.8405167460441589, 0.831666886806488
Kristi_Noem.jpg	Hair, Smile, Outerwear, Coat, Eyelash, Flag, Pantsuit, Blazer, Flag of the united states, Suit	0.983203113079071, 0.9732092022895813, 0.9510455131530762, 0.9168563485145569, 0.8683556318283081, 0.8120265007019043, 0.7998086214065552, 0.7825801968574524, 0.7805935740470886, 0.7505382299423218
Al_Green_(politician).jpg	Suit trousers, Shelf, Tie, Organ, Dress shirt, Bookcase, Flag, Coat, Standing, Flag of the united states	0.9594897627830505, 0.9253520965576172, 0.9097563624382019, 0.9049556255340576, 0.9033268094062805, 0.9025423526763916, 0.8831397891044617, 0.8817036151885986, 0.8642165660858154, 0.8428130745887756
Susan_Brooks.jpg	Clothing, Hair, Smile, Facial expression, Human, Dress shirt, Sleeve, Collar, Street fashion, Blazer	0.987278163433075, 0.9842180013656616, 0.9738581776618958, 0.9326145648956299, 0.8890401124954224, 0.8794723749160767, 0.8724504709243774, 0.8413174748420715, 0.8300507068634033, 0.7827788591384888
David_McKinley.jpg	Forehead, Face, Head, Dress shirt, Tie, Smile, Collar, Flag, Suit, Blazer	0.9846563935279846, 0.9832735657691956, 0.9725014567375183, 0.9012677669525146, 0.867807924747467, 0.865086555480957, 0.8352333903312683, 0.8185107111930847, 0.7842670679092407, 0.7826720476150513
Glenn_Grothman.jpg	Smile, Glasses, Tie, Flag, Dress shirt, Sleeve, Gesture, Collar, Flag of the united states, Suit	0.9767271876335144, 0.9672399759292603, 0.8988507986068726, 0.8951552510261536, 0.8942664265632629, 0.8721216917037964, 0.852604866027832, 0.8411316871643066, 0.8174296617507935, 0.8008986711502075
Bill_Flores.jpg	Forehead, Smile, Glasses, Tie, Dress shirt, Gesture, Collar, Flag, Happy, Flag of the united states	0.9846563935279846, 0.9745160341262817, 0.971258282661438, 0.8985052108764648, 0.86177659034729, 0.852604866027832, 0.8328319787979126, 0.816657304763794, 0.7872049808502197, 0.7868573069572449
Tom_Graves.jpg	Forehead, Smile, Gesture, Dress shirt, Collar, Flag of the united states, Tie, Suit, Blazer, Official	0.9846563935279846, 0.9805551767349243, 0.852604866027832, 0.8446344137191772, 0.8388146758079529, 0.8171867728233337, 0.7964828610420227, 0.7963989973068237, 0.782720685005188, 0.7760372161865234
Anna_Eshoo.jpg	Forehead, Smile, Cheek, Outerwear, Eyebrow, Sleeve, Gesture, Wings, Collar, Blazer	0.9846563935279846, 0.9789764881134033, 0.9788732528686523, 0.9521319270133972, 0.9390599727630615, 0.872450053691864, 0.8525727987289429, 0.8345885872840881, 0.8210786581039429, 0.7816420197486877
Thomas_Massie.jpg	Glasses, Forehead, Smile, Chin, Vision care, Dress shirt, Sleeve, Gesture, Tie, Collar	0.9846574664115906, 0.9846563935279846, 0.9691560864448547, 0.9671179056167603, 0.9143081307411194, 0.9029783606529236, 0.8624154329299927, 0.852604866027832, 0.8505281805992126, 0.8413491249084473
Scott_Peters_(politician).jpg	Smile, Flag, Dress shirt, Sleeve, Gesture, Tie, Collar, Suit, Blazer, Flag of the united states	0.9768767356872559, 0.8895050883293152, 0.8869051933288574, 0.8552662134170532, 0.852604866027832, 0.8501392602920532, 0.8406359553337097, 0.8207618594169617, 0.7827657461166382, 0.7720618844032288
Niki_Tsongas.jpg	Smile, Gesture, Flag of the united states, Pantsuit, Spokesperson, Blazer, Flag, Event, Official, Electric blue	0.9816581010818481, 0.852604866027832, 0.8439993858337402, 0.7985103726387024, 0.7945147752761841, 0.7826181054115295, 0.76844322681427, 0.7429406642913818, 0.7428264021873474, 0.7369726896286011
Jim_Renacci.jpg	Smile, Gesture, Flag, Dress shirt, Flag of the united states, Collar, Tie, Suit, Blazer, Happy	0.9816296696662903, 0.852604866027832, 0.8508198857307434, 0.8449980616569519, 0.8390974402427673, 0.8365210890769958, 0.8221713304519653, 0.7973842024803162, 0.7826014161109924, 0.7779877185821533
Vicente_González_(politician).jpg	Tie, Dress shirt, Flag, Gesture, Collar, Suit, Blazer, Spokesperson, Official, Formal wear	0.9006330966949463, 0.8948995471000671, 0.8823363780975342, 0.852604866027832, 0.839374303817749, 0.8182869553565979, 0.7827749848365784, 0.7765602469444275, 0.7669481635093689, 0.7581029534339905
Orrin_Hatch.jpg	Forehead, Dress shirt, Tie, Coat, Microphone, Collar, Suit, Spokesperson, Blazer, Wrinkle	0.9846563935279846, 0.8830170631408691, 0.874870777130127, 0.87406986951828, 0.8663637042045593, 0.8403186798095703, 0.8094955086708069, 0.8070027232170105, 0.7822971343994141, 0.7681637406349182
James_Lankford.jpg	Forehead, Hair, Smile, Chin, Eyebrow, Coat, Dress shirt, Suit, Gesture, Tie	0.9846563935279846, 0.9837751388549805, 0.973608672618866, 0.9661834239959717, 0.9391446113586426, 0.9140121340751648, 0.8767889142036438, 0.8644187450408936, 0.852601945400238, 0.8519652485847473
Doug_Lamborn.jpg	Forehead, Smile, Chin, Flag, Gesture, Tie, Flag of the united states, Collar, Suit, Blazer	0.9846563935279846, 0.9812024235725403, 0.965656578540802, 0.8651785850524902, 0.852604866027832, 0.8215072154998779, 0.8027130961418152, 0.7994605302810669, 0.7835042476654053, 0.781718909740448
Gregg_Harper.jpg	Forehead, Glasses, Smile, Shirt, Eyebrow, Dress shirt, Vision care, Coat, Sleeve, Tie	0.9846563935279846, 0.9816963076591492, 0.9795349836349487, 0.939717173576355, 0.9387863874435425, 0.9040658473968506, 0.9036656022071838, 0.8602412939071655, 0.859113872051239, 0.8552975654602051
Jacky_Rosen.jpg	Forehead, Hair, Cheek, Smile, Lip, Chin, Eyebrow, Eyelash, Lipstick, Happy	0.9846563935279846, 0.9829427599906921, 0.9790270328521729, 0.9781092405319214, 0.9696148037910461, 0.9667239785194397, 0.9429347515106201, 0.9004827737808228, 0.8318848013877869, 0.8206405639648438
Dan_Newhouse.jpg	Smile, Dress shirt, Beard, Tie, Collar, Flag, Suit, Flag of the united states, Blazer, Spokesperson	0.9710445404052734, 0.8983864784240723, 0.8642157912254333, 0.8508578538894653, 0.8410859107971191, 0.8385372161865234, 0.8186870813369751, 0.8004661798477173, 0.7826876640319824, 0.7741938829421997
Chuck_Schumer.jpg	Smile, Shirt, Dress shirt, Coat, Window, Sleeve, Gesture, Collar, Suit, Blazer	0.9702975749969482, 0.9473382234573364, 0.9062574505805969, 0.8996180891990662, 0.8783493638038635, 0.8724504113197327, 0.852604866027832, 0.8413103222846985, 0.8376764059066772, 0.7827816009521484
Juan_Vargas.jpg	Forehead, Smile, Chin, Organ, Flag, Dress shirt, Gesture, Tie, Collar, Suit	0.9846563935279846, 0.98225998878479, 0.9662264585494995, 0.9049873352050781, 0.8833472728729248, 0.8692521452903748, 0.852604866027832, 0.8376094102859497, 0.8268959522247314, 0.8092597723007202
Lloyd_Doggett.jpg	Forehead, Smile, Chin, Dress shirt, Tie, Collar, Suit, Blazer, Formal wear, Sleeve	0.9846563935279846, 0.9750239849090576, 0.9663471579551697, 0.9055964946746826, 0.8686768412590027, 0.841196596622467, 0.8129956722259521, 0.7827713489532471, 0.7567675113677979, 0.7421520352363586
Lacy_Clay.jpg	Smile, Tie, Dress shirt, Sleeve, Gesture, Collar, Flag, Flag of the united states, Suit, Blazer	0.9802825450897217, 0.8965349197387695, 0.8691573143005371, 0.864594578742981, 0.852604866027832, 0.8405892848968506, 0.8188691735267639, 0.8180603981018066, 0.81290602684021, 0.7826959490776062
John_Thune.jpg	Smile, Tie, Gesture, Collar, Flag, Flag of the united states, Dress shirt, Suit, Blazer, Spokesperson	0.9762765765190125, 0.886413037776947, 0.852604866027832, 0.8367192149162292, 0.8320528864860535, 0.8247649073600769, 0.811959445476532, 0.7906011939048767, 0.7826781868934631, 0.7789027690887451
Andy_Biggs_(politician).jpg	Forehead, Smile, Chin, Outerwear, Coat, Arm, Shirt, Tie, Dress shirt, Human body	0.9846563935279846, 0.9815993905067444, 0.9673188328742981, 0.9525538682937622, 0.9440181255340576, 0.943241536617279, 0.9414292573928833, 0.918765664100647, 0.9038800597190857, 0.8837605714797974
Donald_Norcross.jpg	Forehead, Smile, Dress shirt, Organ, Sleeve, Flag, Tie, Gesture, Collar, Flag of the united states	0.9846563935279846, 0.9816553592681885, 0.9050516486167908, 0.9030213356018066, 0.8703619837760925, 0.8680844306945801, 0.8535927534103394, 0.852604866027832, 0.8412641286849976, 0.8334996104240417
Diane_Black.jpg	Smile, Sleeve, Gesture, Collar, Flag of the united states, Flag, Spokesperson, Blazer, Eyewear, Official	0.9793691635131836, 0.8551474809646606, 0.852604866027832, 0.8289511203765869, 0.8279420137405396, 0.8175916075706482, 0.7920805215835571, 0.7782831192016602, 0.7646921277046204, 0.7573310136795044
Alan_Lowenthal.jpg	Forehead, Glasses, Smile, Vision care, Tie, Flag, Eyewear, Gesture, Happy, Flag of the united states	0.9846563935279846, 0.9841629862785339, 0.9689398407936096, 0.9297450184822083, 0.8629879951477051, 0.8608972430229187, 0.853462278842926, 0.852604866027832, 0.8386914730072021, 0.8295543193817139
Mark_Pocan.jpg	Forehead, Smile, Dress shirt, Gesture, Beard, Collar, Microphone, Flag, Suit, Flag of the united states	0.9846563935279846, 0.9795677661895752, 0.8705832958221436, 0.852604866027832, 0.851614236831665, 0.8386936187744141, 0.8219012022018433, 0.8217195272445679, 0.80583655834198, 0.7994357943534851
Rosa_DeLauro.jpg	Forehead, Nose, Smile, Face, Cheek, Lip, Chin, Outerwear, Eye, Jaw	0.9846563935279846, 0.9835830330848694, 0.9833989143371582, 0.9825948476791382, 0.9792081713676453, 0.9689963459968567, 0.9663011431694031, 0.9519214630126953, 0.9365924000740051, 0.8808647990226746
Jimmy_Panetta.jpg	Forehead, Smile, Organ, Dress shirt, Tie, Flag, Gesture, Collar, Suit, Flag of the united states	0.9846563935279846, 0.9788423180580139, 0.905500590801239, 0.8906243443489075, 0.8790992498397827, 0.8539170026779175, 0.852604866027832, 0.8356620669364929, 0.8161319494247437, 0.7892770767211914
Steve_Cohen.jpg	Forehead, Glasses, Nose, Hair, Smile, Skin, Chin, Shirt, Vision care, Eyebrow	0.9846563935279846, 0.983867883682251, 0.9835830330848694, 0.9832143783569336, 0.9823539853096008, 0.9733666777610779, 0.9671356081962585, 0.9449991583824158, 0.9369696974754333, 0.936345636844635
John_Yarmuth.jpg	Forehead, Smile, Shirt, Tie, Gesture, Flag of the united states, Suit, Collar, Blazer, Flag	0.9846563935279846, 0.9832619428634644, 0.9398292303085327, 0.8798720836639404, 0.852604866027832, 0.8223803639411926, 0.8051162362098694, 0.7844029664993286, 0.7810547947883606, 0.7576588988304138
Don_Young.jpg	Glasses, Smile, Shirt, Dress shirt, Tie, Vision care, Gesture, Collar, Flag of the united states, Flag	0.9791574478149414, 0.977103054523468, 0.9399852156639099, 0.89719158411026, 0.8952018022537231, 0.8713087439537048, 0.852604866027832, 0.8412595987319946, 0.8365004062652588, 0.8233452439308167
John_Barrasso.jpg	Forehead, Smile, Dress shirt, Tie, Gesture, Collar, Suit, Shelf, Blazer, Wrinkle	0.9846563935279846, 0.9807723760604858, 0.8937845230102539, 0.8651332259178162, 0.8521386981010437, 0.8298546671867371, 0.803169846534729, 0.7995694875717163, 0.782335638999939, 0.757175087928772
Kenny_Marchant.jpg	Glasses, Dress shirt, Tie, Gesture, Flag, Flag of the united states, Collar, Smile, Spokesperson, Suit	0.981656014919281, 0.8874624967575073, 0.884848952293396, 0.852604866027832, 0.8473353981971741, 0.8464358448982239, 0.8392819762229919, 0.8152450919151306, 0.79855877161026, 0.7889246940612793
David_Cicilline.jpg	Forehead, Hair, Cheek, Smile, Chin, Eyebrow, Human, Tie, Dress shirt, Jaw	0.9846563935279846, 0.9825669527053833, 0.9786444902420044, 0.9757115840911865, 0.9665305614471436, 0.9419899582862854, 0.8932335376739502, 0.8856719136238098, 0.8842344284057617, 0.8824072480201721
Sheila_Jackson_Lee.jpg	Smile, Chin, Flag of the united states, Body jewelry, Necklace, Blazer, Jewellery, Flag, Happy, Event	0.9734781384468079, 0.9655522108078003, 0.8115866780281067, 0.8089471459388733, 0.7892901301383972, 0.7827070951461792, 0.7501155138015747, 0.7453655004501343, 0.7339764833450317, 0.729000449180603
Randy_Weber.jpg	Smile, Dress shirt, Sleeve, Gesture, Flag, Collar, Tie, Flag of the united states, Suit, Blazer	0.9705024361610413, 0.8974084854125977, 0.8708004951477051, 0.852604866027832, 0.8435779809951782, 0.8411906957626343, 0.8389014601707458, 0.7943727374076843, 0.7833393812179565, 0.782749354839325
Ron_Kind.jpg	Forehead, Chin, Smile, Shirt, Dress shirt, Tie, Gesture, Flag, Collar, Suit	0.9846563935279846, 0.9655568599700928, 0.9464781284332275, 0.9397870302200317, 0.9015504717826843, 0.900687038898468, 0.852604866027832, 0.8466652631759644, 0.841388463973999, 0.8103815317153931
Rob_Portman.jpg	Forehead, Smile, Tie, Gesture, Flag, Suit, Collar, Blazer, Spokesperson, Official	0.9846563935279846, 0.9730862379074097, 0.8840906023979187, 0.852604866027832, 0.8409584164619446, 0.8388174176216125, 0.8205308318138123, 0.7822456955909729, 0.7740140557289124, 0.7500174641609192
Ileana_Ros-Lehtinen.jpg	Smile, Eyebrow, Organ, Coat, Flag of the united states, Blazer, Official, Event, Electric blue, Necklace	0.9770579934120178, 0.9364667534828186, 0.9057448506355286, 0.8693645596504211, 0.782969057559967, 0.7785578370094299, 0.7564694285392761, 0.7430955767631531, 0.7174535393714905, 0.704007089138031
Paul_Cook_(politician).jpg	Tie, Dress shirt, Gesture, Smile, Collar, Suit, Spokesperson, Flag, Flag of the united states, Blazer	0.9096089601516724, 0.8949403762817383, 0.852604866027832, 0.8410300612449646, 0.8326172232627869, 0.818816065788269, 0.8078800439834595, 0.8025003671646118, 0.7900975942611694, 0.7827693819999695
Hank_Johnson.jpg	Forehead, Organ, Dress shirt, Tie, Gesture, Smile, Collar, Flag, Spokesperson, Blazer	0.9846563935279846, 0.9039293527603149, 0.8942345976829529, 0.8566053509712219, 0.8526046276092529, 0.8498944044113159, 0.8379324674606323, 0.8238379955291748, 0.7943665981292725, 0.7827032208442688
Mac_Thornberry.jpg	Face, Smile, Head, Dress shirt, Tie, Gesture, Collar, Flag of the united states, Suit, Sleeve	0.9827796220779419, 0.9797677993774414, 0.9739655256271362, 0.893737256526947, 0.891638457775116, 0.852604866027832, 0.8408511281013489, 0.8356420397758484, 0.819318413734436, 0.7853102087974548
Ben_Ray_Luján.jpg	Smile, Tie, Flag, Dress shirt, Flag of the united states, Gesture, Collar, Suit, Blazer, Official	0.9795118570327759, 0.9014072418212891, 0.8995088338851929, 0.8946858644485474, 0.863361120223999, 0.852604866027832, 0.8406750559806824, 0.833987832069397, 0.7827730774879456, 0.7557189464569092
Tammy_Baldwin.jpg	Forehead, Hair, Smile, Cheek, Lip, Chin, Eyebrow, Eye, Jaw, Neck	0.9846563935279846, 0.9827760457992554, 0.9807572960853577, 0.978804349899292, 0.9699083566665649, 0.9662062525749207, 0.9392459988594055, 0.9375426769256592, 0.8802832365036011, 0.877809464931488
Frank_LoBiondo.jpg	Forehead, Smile, Chin, Eyebrow, Collar, Dress shirt, Material property, Wrinkle, Blazer, Suit	0.9846563935279846, 0.9747109413146973, 0.9671654105186462, 0.9481908679008484, 0.8411000370979309, 0.8051984906196594, 0.8005234003067017, 0.793592095375061, 0.7800629734992981, 0.7794482111930847
Ron_Johnson_(Wisconsin_politician).jpg	Forehead, Chin, Smile, Dress shirt, Tie, Gesture, Collar, Flag of the united states, Flag, Suit	0.9846563935279846, 0.9657747149467468, 0.9597417116165161, 0.8952218294143677, 0.872119665145874, 0.8526048064231873, 0.8402866125106812, 0.8301302790641785, 0.8183358311653137, 0.817757248878479
Carlos_Curbelo_(politician).jpg	Smile, Tie, Dress shirt, Gesture, Collar, Flag of the united states, Suit, Flag, Spokesperson, Blazer	0.9689052104949951, 0.8920290470123291, 0.8675610423088074, 0.852604866027832, 0.8387764096260071, 0.8238615393638611, 0.8143561482429504, 0.7994105219841003, 0.7931196689605713, 0.7827576994895935
Steve_Daines.jpg	Forehead, Smile, Organ, Tie, Dress shirt, Flag, Gesture, Collar, Suit, Blazer	0.9846563935279846, 0.9764052629470825, 0.9059539437294006, 0.8662729263305664, 0.8535389304161072, 0.8527336120605469, 0.852604866027832, 0.8346219658851624, 0.8081104159355164, 0.7826104164123535
Chris_Coons.jpg	Smile, Tie, Coat, Dress shirt, Flag of the united states, Collar, Suit, Flag, Blazer, Publication	0.8991917371749878, 0.8849593997001648, 0.8836734294891357, 0.8426348567008972, 0.8354906439781189, 0.8297557234764099, 0.8285194039344788, 0.7861959338188171, 0.7826353311538696, 0.7785579562187195
Chuck_Fleischmann.jpg	Smile, Dress shirt, Tie, Sleeve, Gesture, Collar, Flag, Suit, Blazer, Flag of the united states	0.9747663736343384, 0.8984882831573486, 0.8744537830352783, 0.8718558549880981, 0.8525933027267456, 0.841335117816925, 0.8097196817398071, 0.7935588955879211, 0.782747745513916, 0.780231237411499
Mo_Brooks.jpg	Forehead, Tie, Flag of the united states, Collar, Dress shirt, Suit, Flag, Smile, Blazer, Official	0.9846563935279846, 0.8420307636260986, 0.838350772857666, 0.8317312002182007, 0.8239876627922058, 0.8199120163917542, 0.8159592151641846, 0.7969847321510315, 0.7804701328277588, 0.7701541185379028
Todd_Rokita.jpg	Smile, Tie, Dress shirt, Sleeve, Gesture, Collar, Suit, Flag of the united states, Blazer, Flag	0.9809251427650452, 0.9076613783836365, 0.8932554125785828, 0.8709462285041809, 0.8525977730751038, 0.8412560224533081, 0.8157286643981934, 0.784115195274353, 0.7827531695365906, 0.7708043456077576
Luther_Strange.jpg	Forehead, Smile, Eyebrow, Dress shirt, Tie, Collar, Blazer, Suit, Wrinkle, Official	0.9846563935279846, 0.9774798154830933, 0.9446980953216553, 0.9004964828491211, 0.8631241321563721, 0.8412122130393982, 0.7826740741729736, 0.7789410352706909, 0.7532212734222412, 0.7327432036399841
Steve_Scalise.jpg	Smile, Organ, Dress shirt, Coat, Tie, Sleeve, Gesture, Suit, Collar, Formal wear	0.9736748933792114, 0.911412239074707, 0.9071946144104004, 0.9068480134010315, 0.8852188587188721, 0.8723028898239136, 0.852604866027832, 0.8501055240631104, 0.8407821655273438, 0.7875641584396362
Jim_Risch.jpg	Head, Chin, Smile, Property, Facial expression, Dress shirt, Sky, Human, Infrastructure, Tie	0.9731359481811523, 0.9664540886878967, 0.9605919122695923, 0.943539559841156, 0.9329259395599365, 0.903579831123352, 0.8954181671142578, 0.8941235542297363, 0.8881851434707642, 0.8841679096221924
Leonard_Lance.jpg	Smile, Microphone, Tie, Coat, Dress shirt, Standing, Gesture, Curtain, Suit, White-collar worker	0.9639607071876526, 0.9308112263679504, 0.912578821182251, 0.8833715915679932, 0.8770456314086914, 0.8642165660858154, 0.8526048064231873, 0.8164671659469604, 0.8141293525695801, 0.7872969508171082
Roger_Marshall_(politician).jpg	Forehead, Chin, Smile, Eye, Eyebrow, Vertebrate, Dress shirt, Tie, Sleeve, Mammal	0.9846563935279846, 0.9656807780265808, 0.9621201157569885, 0.9367566108703613, 0.9365495443344116, 0.9207568764686584, 0.9013457298278809, 0.9008998870849609, 0.8724298477172852, 0.8579064607620239
Mike_Gallagher_(American_politician).jpg	Smile, Dress shirt, Tie, Gesture, Flag, Flag of the united states, Collar, Suit, Sleeve, Blazer	0.9708538055419922, 0.8931875228881836, 0.8908450603485107, 0.852604866027832, 0.8491749167442322, 0.8451923727989197, 0.8410003185272217, 0.796787440776825, 0.793060839176178, 0.7827059030532837
Adam_Smith_(politician).jpg	Forehead, Smile, Dress shirt, Tie, Gesture, Flag, Collar, Suit, Blazer, Official	0.9846563935279846, 0.9806421995162964, 0.894439697265625, 0.8614152669906616, 0.852604866027832, 0.8491279482841492, 0.8403439521789551, 0.8054291605949402, 0.7826725244522095, 0.7603588104248047
Jackie_Speier.jpg	Hair, Smile, Lip, Chin, Sleeve, Eyelash, Collar, Street fashion, Pantsuit, Makeover	0.9844210147857666, 0.9776742458343506, 0.9690988063812256, 0.9665824174880981, 0.8724502921104431, 0.8364505171775818, 0.8201425075531006, 0.8110729455947876, 0.7998097538948059, 0.7939364910125732
Amata_Coleman_Radewagen.jpg	Smile, Eye, Flag, Gesture, Flash photography, Flag of the united states, Happy, Event, Jewellery, Electric blue	0.9726186394691467, 0.933791995048523, 0.8903112411499023, 0.852604866027832, 0.8478758931159973, 0.8189341425895691, 0.7966352701187134, 0.7320719957351685, 0.721348762512207, 0.6677054762840271
Warren_Davidson.jpg	Smile, Dress shirt, Tie, Gesture, Collar, Flag of the united states, Spokesperson, Flag, Suit, Blazer	0.8882098197937012, 0.8781579732894897, 0.878044068813324, 0.852604866027832, 0.8405672907829285, 0.8361406922340393, 0.8304685354232788, 0.8081767559051514, 0.7941353917121887, 0.7827461361885071
Joe_Donnelly.jpg	Forehead, Smile, Tie, Dress shirt, Coat, Suit, Collar, Gesture, Blazer, Spokesperson	0.9846563935279846, 0.9797778725624084, 0.8967402577400208, 0.8889889717102051, 0.8787817358970642, 0.8430423140525818, 0.8402560353279114, 0.8185551166534424, 0.7827708125114441, 0.7658683061599731
Linda_Sánchez.jpg	Face, Smile, Sleeve, Flag, Gesture, Flag of the united states, Blazer, Electric blue, Official, Jewellery	0.9833946228027344, 0.9670059084892273, 0.8724454641342163, 0.8600904941558838, 0.852604866027832, 0.8495219945907593, 0.78276526927948, 0.7710736989974976, 0.7359013557434082, 0.7334684729576111
Doug_LaMalfa.jpg	Smile, Dress shirt, Tie, Flag, Gesture, Collar, Beard, Suit, Spokesperson, Blazer	0.959403395652771, 0.893833577632904, 0.8917498588562012, 0.8851606249809265, 0.8524632453918457, 0.8403915762901306, 0.8159951567649841, 0.8055131435394287, 0.787058413028717, 0.7827445268630981
Lois_Frankel.jpg	Smile, Eye, Sleeve, Flag of the united states, Gesture, Flag, Happy, Collar, Wrinkle, Electric blue	0.9789405465126038, 0.9343092441558838, 0.8719508647918701, 0.8534985780715942, 0.852604866027832, 0.8349626064300537, 0.8320856690406799, 0.7832337021827698, 0.7419216632843018, 0.7402901649475098
Karen_Bass.jpg	Glasses, Smile, Arm, Vision care, Sleeve, Gesture, Flag, Happy, Eyewear, Event	0.9752461910247803, 0.9659324288368225, 0.9431273937225342, 0.9155734777450562, 0.8718741536140442, 0.852604866027832, 0.8520720601081848, 0.7974196672439575, 0.7519902586936951, 0.7265691757202148
Albio_Sires.jpg	Smile, Tie, Dress shirt, Flag of the united states, Military person, Gesture, Collar, Flag, Government agency, Blazer	0.9769967794418335, 0.8952677249908447, 0.8868182301521301, 0.8776836395263672, 0.8573173880577087, 0.852604866027832, 0.8355766534805298, 0.8283625245094299, 0.790671706199646, 0.7826281785964966
