name	age	gender	ethnicity	type	party	state	user_screen_name	wikipedia_id	wiki_img_url	wiki_img_labels	wiki_img_labelsconf	wiki_img_labels_macv	wiki_img_labels_awsrek	wiki_img_labelsconf_awsrek	wiki_img_objects
Brad Sherman	64	Male	white	Representative	Democrat	CA	BradSherman	Brad_Sherman	mc_images/Brad_Sherman.jpg	person, official, elder, businessperson, spokesperson, public_speaking, speaker, suit, speech, senior_citizen	0.9252948760986328, 0.8912109136581421, 0.8050658106803894, 0.7797441482543945, 0.7558587789535522, 0.6753286123275757, 0.6375977993011475, 0.5728079676628113, 0.5428463220596313, 0.513382077217102	person, suit, man, wearing, red, necktie, clothing, standing, dressed, posing, older, business, photo, woman, holding, front, smiling, glasses, people, old, hat, sign, white, blue	tie, accessory, accessories, person, human, symbol, flag, necktie, american_flag, face	96.9446792602539, 96.9446792602539, 96.9446792602539, 93.92693328857422, 93.92693328857422, 93.88069152832031, 93.88069152832031, 81.66551971435547, 76.33988189697266, 67.74901580810547	Tie, Man, Glasses, Flag
John Shimkus	60	Male	white	Representative	Republican	IL	RepShimkus	John_Shimkus	mc_images/John_Shimkus.jpg	official, suit, businessperson, spokesperson, speaker, speech, elder, business, public_speaking	0.892645537853241, 0.8064352869987488, 0.7839652299880981, 0.7465652823448181, 0.6478374004364014, 0.6236343383789062, 0.5977820754051208, 0.5195522904396057, 0.5104790329933167	person, man, necktie, suit, clothing, wearing, looking, striped, standing, front, business, dressed, red, holding, woman, white, people, blue, room	flag, symbol, person, human, american_flag, face, tie, accessories, accessory	98.89511108398438, 98.89511108398438, 90.68717956542969, 90.68717956542969, 86.8504638671875, 80.36015319824219, 61.04478454589844, 61.04478454589844, 61.04478454589844	Tie, Person, Flag, Man
Bill Shuster	57	Male	white	Representative	Republican	PA	RepBillShuster	Bill_Shuster	mc_images/Bill_Shuster.jpg	person, official, businessperson, spokesperson, elder, suit, speaker, military_officer, necktie	0.9345588088035583, 0.8933950066566467, 0.7510973811149597, 0.7292806506156921, 0.7181667685508728, 0.6224995255470276, 0.5971482396125793, 0.5873997211456299, 0.5532364845275879	person, man, clothing, necktie, wearing, suit, holding, standing, photo, smiling, striped, posing, camera, red, dressed, young, shirt, black, woman, white, blue, people	flag, symbol, accessory, accessories, tie, person, human, american_flag, face, necktie	98.97314453125, 98.97314453125, 93.755126953125, 93.755126953125, 93.755126953125, 91.39128875732422, 91.39128875732422, 88.67005157470703, 85.26197052001953, 73.69922637939453	Tie, Man, Flag, Person
Michael Simpson	68	Male	white	Representative	Republican	ID	CongMikeSimpson	Mike_Simpson	mc_images/Mike_Simpson.jpg	person, suit, official, businessperson, gentleman, formal_wear, chin, forehead, white_collar_worker, tuxedo, necktie, elder, speaker	0.9236022233963013, 0.9116919636726379, 0.884323000907898, 0.7984049320220947, 0.79634690284729, 0.7898991107940674, 0.7737796306610107, 0.7201153039932251, 0.7122142314910889, 0.6700051426887512, 0.6470109224319458, 0.635718047618866, 0.5626792907714844	person, man, suit, holding, wearing, standing, looking, business, posing, red, older, dressed, white	person, human, face, tie, accessory, accessories, smile, attorney, executive, necktie, photography, portrait, photo, head	99.83096313476562, 99.83096313476562, 99.83096313476562, 95.86338806152344, 95.86338806152344, 95.86338806152344, 91.61327362060547, 89.95516967773438, 88.068359375, 79.87687683105469, 63.71883773803711, 63.71883773803711, 63.71883773803711, 58.42133712768555	Tie, Man
Albio Sires	67	Male	hispanic	Representative	Democrat	NJ	RepSires	Albio_Sires	mc_images/Albio_Sires.jpg	person, official, necktie, suit, elder, speaker, businessperson, senior_citizen, speech, public_speaking, spokesperson, military_officer	0.9234688878059387, 0.8937265872955322, 0.8602153062820435, 0.8211656808853149, 0.7543748021125793, 0.7481511831283569, 0.7355501651763916, 0.7350012063980103, 0.6628803610801697, 0.6273508667945862, 0.6249545812606812, 0.5503537654876709	person, man, clothing, necktie, suit, wearing, standing, photo, woman, posing, dressed, holding, red, white, old, shirt, black, cutting, people, young, blue, group, room	flag, symbol, person, human, american_flag	99.43374633789062, 99.43374633789062, 97.16972351074219, 97.16972351074219, 90.15206909179688	Tie, Person, Flag, Man
Louise Slaughter	89	Female	white	Representative	Democrat	NY	LouiseSlaughter	Louise_Slaughter	mc_images/Louise_Slaughter.jpg	official, businessperson, smile	0.79775071144104, 0.5848714113235474, 0.553873598575592	person, indoor, woman, holding, front, table, standing, man, sitting, food, young, cake, smiling, computer, laptop, black, phone, kitchen, white, shirt, room	apparel, clothing, sleeve, human, person, long_sleeve, face, jewelry, accessory, necklace, accessories, symbol, flag, sweater, portrait, photography, photo	98.26959991455078, 98.26959991455078, 98.26959991455078, 94.66246032714844, 94.66246032714844, 94.48858642578125, 91.32701873779297, 78.47539520263672, 78.47539520263672, 78.47539520263672, 78.47539520263672, 74.28321838378906, 74.28321838378906, 63.40357971191406, 60.2302360534668, 60.2302360534668, 60.2302360534668	Person, Woman, Flag
Adam Smith	53	Male	white	Representative	Democrat	WA	RepAdamSmith	Adam_Smith_(politician)	mc_images/Adam_Smith_(politician).jpg	person, official, suit, businessperson, elder, speaker, spokesperson, necktie, senior_citizen, gentleman	0.9277355074882507, 0.8931712508201599, 0.8403630256652832, 0.7851937413215637, 0.7822512984275818, 0.6749527454376221, 0.6436539888381958, 0.6404777765274048, 0.607286810874939, 0.5247382521629333	person, suit, man, clothing, necktie, indoor, wearing, older, photo, smiling, posing, front, standing, holding, camera, dressed, old, business, glasses, red, white, room, blue, people	tie, accessories, accessory, person, human, face, necktie, flag, symbol, coat, overcoat, clothing, suit, apparel, smile, military, military_uniform, officer, american_flag, photography, photo, portrait, attorney, head	98.82758331298828, 98.82758331298828, 98.82758331298828, 96.64717102050781, 96.64717102050781, 96.64717102050781, 91.00863647460938, 89.73666381835938, 89.73666381835938, 77.60992431640625, 77.60992431640625, 77.60992431640625, 77.60992431640625, 77.60992431640625, 72.70416259765625, 71.82750701904297, 71.82750701904297, 71.82750701904297, 69.7465591430664, 60.481597900390625, 60.481597900390625, 60.481597900390625, 59.85447692871094, 55.09474182128906	Tie, Man, Shirt
Adrian Smith	48	Male	white	Representative	Republican	NE	RepAdrianSmith	Adrian_Smith_(politician)	mc_images/Adrian_Smith_(politician).jpg	person, chin, forehead, official, elder, spokesperson, senior_citizen, cheek, businessperson, smile, portrait, ear, jaw	0.9522355794906616, 0.910994291305542, 0.8947943449020386, 0.8528969287872314, 0.7971848845481873, 0.7667261362075806, 0.7541304230690002, 0.7416011095046997, 0.7311872243881226, 0.6840438842773438, 0.59139084815979, 0.5794295072555542, 0.5004944205284119	person, man, suit, wearing, looking, older, holding, glasses, front, old, smiling, posing, standing, shirt, white, red, blue	head, person, human, face, executive, accessories, accessory, tie, necktie, man, apparel, clothing, hair, photo, photography, smile, portrait	99.92564392089844, 98.02181243896484, 98.02181243896484, 98.02181243896484, 91.40611267089844, 87.9899673461914, 87.9899673461914, 87.9899673461914, 67.61186218261719, 66.45452880859375, 65.40747833251953, 65.40747833251953, 63.494483947753906, 61.9777946472168, 61.9777946472168, 59.173336029052734, 58.729740142822266	Tie, Man
Christopher Smith	65	Male	white	Representative	Republican	NJ	RepChrisSmith	Chris_Smith_(New_Jersey_politician)	mc_images/Chris_Smith_(New_Jersey_politician).jpg	person, official, spokesperson, businessperson, suit, speaker, business, public_speaking, necktie	0.9262307286262512, 0.8926146030426025, 0.8061443567276001, 0.8009828925132751, 0.7915436625480652, 0.6362993121147156, 0.5690178275108337, 0.5406463146209717, 0.5229171514511108	person, man, necktie, suit, clothing, indoor, wearing, front, looking, standing, business, dressed, sitting, red, black, white, people, room, blue	symbol, flag, person, human, american_flag, tie, accessories, accessory, necktie	99.63982391357422, 99.63982391357422, 93.11800384521484, 93.11800384521484, 92.6856460571289, 87.79459381103516, 87.79459381103516, 87.79459381103516, 64.988525390625	Tie, Man, Flag, Person
Lamar Smith	71	Male	white	Representative	Republican	TX	LamarSmithTX21	Lamar_S._Smith	mc_images/Lamar_S._Smith.jpg	official, suit, spokesperson, businessperson, necktie, speech, speaker, business, public_speaking, gentleman, elder, vision_care	0.8824260830879211, 0.8329612612724304, 0.7816758155822754, 0.7803049087524414, 0.7058069705963135, 0.691266655921936, 0.6318873763084412, 0.6201027631759644, 0.5989856123924255, 0.5753270387649536, 0.5587673783302307, 0.5120549201965332	person, suit, man, necktie, clothing, indoor, wearing, red, business, looking, standing, front, dressed, holding, smiling, older, glasses, black, woman, white, room, phone, blue	flag, symbol, human, person, american_flag	99.24146270751953, 99.24146270751953, 91.5297622680664, 91.5297622680664, 91.00871276855469	Tie, Flag, Man
Jackie Speier	68	Female	white	Representative	Democrat	CA	RepSpeier	Jackie_Speier	mc_images/Jackie_Speier.jpg	hair, human_hair_color, hairstyle, beauty, blond, chin, shoulder, hair_coloring, layered_hair, long_hair, white_collar_worker, bangs, smile, brown_hair, businessperson, bob_cut, girl, formal_wear, neck	0.9771971106529236, 0.9080808758735657, 0.8922913074493408, 0.8868183493614197, 0.8766509294509888, 0.8166887164115906, 0.7718629240989685, 0.6999988555908203, 0.6928948760032654, 0.6871786713600159, 0.6866912841796875, 0.6591612696647644, 0.641471266746521, 0.629135251045227, 0.6221989393234253, 0.5990262627601624, 0.5940176844596863, 0.5612542033195496, 0.5251290798187256	person, indoor, clothing, woman, window, shirt, man, holding, table, front, standing, looking, sitting, white, young, food, glasses, laptop, kitchen, room, people	clothing, apparel, coat, lab_coat, person, human, shirt, face	99.92770385742188, 99.92770385742188, 99.8125991821289, 99.8125991821289, 96.57470703125, 96.57470703125, 89.63453674316406, 75.14556884765625	Woman, Lipstick, Top
Steve Stivers	53	Male	white	Representative	Republican	OH	RepSteveStivers	Steve_Stivers	mc_images/Steve_Stivers.jpg	official, necktie, suit, businessperson, outerwear, spokesperson, elder, smile, gentleman, formal_wear, speaker, white_collar_worker	0.8933023810386658, 0.8302806615829468, 0.829311192035675, 0.7545269727706909, 0.7505790591239929, 0.7391176223754883, 0.6674674153327942, 0.6306647062301636, 0.613807201385498, 0.6073818802833557, 0.5546699166297913, 0.5468299388885498	person, clothing, man, wearing, suit, necktie, standing, smiling, red, jacket, woman, dressed, shirt, white, striped, black, posing, young, holding, glasses, blue	symbol, flag, american_flag, human, person, accessory, tie, accessories, face	99.61756896972656, 99.61756896972656, 92.49179077148438, 90.23255157470703, 90.23255157470703, 73.59407806396484, 73.59407806396484, 73.59407806396484, 72.32349395751953	Tie, Person, Man, Flag
Linda Sánchez	49	Female	hispanic	Representative	Democrat	CA	RepLindaSanchez	Linda_Sánchez	mc_images/Linda_Sánchez.jpg	blue, official, spokesperson, outerwear, businessperson, speaker, public_speaking, smile, portrait, business	0.9683083891868591, 0.8672031164169312, 0.8583540320396423, 0.8191747069358826, 0.7406118512153625, 0.7260770797729492, 0.6426008343696594, 0.5812921524047852, 0.533038854598999, 0.500460684299469	person, clothing, woman, shirt, laptop, looking, front, man, standing, holding, table, blue, using, computer, young, smiling, phone, people	symbol, flag, american_flag, person, human, female	99.89546203613281, 99.89546203613281, 95.0882339477539, 93.6948013305664, 93.6948013305664, 56.294315338134766	Woman, Flag, Person
Bennie Thompson	70	Male	african_american	Representative	Democrat	MS	BennieGThompson	Bennie_Thompson	mc_images/Bennie_Thompson.jpg	official, businessperson, spokesperson, speaker, public_speaking, elder, speech, suit	0.8887887001037598, 0.7547324895858765, 0.7496223449707031, 0.7241496443748474, 0.6841754913330078, 0.6483266353607178, 0.6317288875579834, 0.5884836316108704	person, man, suit, necktie, clothing, wearing, standing, red, front, dressed, black, holding, white, room, sign, people, group	symbol, flag, american_flag, human, person, face	99.85027313232422, 99.85027313232422, 94.76705169677734, 90.27882385253906, 90.27882385253906, 64.83341979980469	Person, Tie, Flag, Man
Mike Thompson	67	Male	white	Representative	Democrat	CA	RepThompson	Mike_Thompson_(California_politician)	mc_images/Mike_Thompson_(California_politician).jpg	official, senior_citizen, elder, businessperson, speaker, spokesperson, public_speaking	0.8929346203804016, 0.8643178343772888, 0.8124574422836304, 0.7420792579650879, 0.6860648989677429, 0.6219969987869263, 0.5059055685997009	person, man, clothing, suit, necktie, red, wearing, standing, photo, older, holding, woman, posing, dressed, white, smiling, talking, people, hat, room, sign	flag, symbol, human, person, american_flag, accessory, accessories, tie, attorney, face, necktie	99.33832550048828, 99.33832550048828, 95.06466674804688, 95.06466674804688, 89.50483703613281, 82.49463653564453, 82.49463653564453, 82.49463653564453, 81.63553619384766, 77.69657897949219, 57.03395080566406	Tie, Flag, Man, Person
Glenn Thompson	59	Male	white	Representative	Republican	PA	CongressmanGT	Glenn_Thompson_(politician)	mc_images/Glenn_Thompson_(politician).jpg	official, businessperson, spokesperson, elder, suit, speaker, public_speaking, speech	0.89244544506073, 0.7912695407867432, 0.7742512822151184, 0.753531277179718, 0.7021764516830444, 0.696314811706543, 0.6558660864830017, 0.6396101117134094	person, suit, man, necktie, clothing, indoor, wearing, posing, photo, dressed, red, standing, front, black, business, woman, sitting, smiling, holding, white, people, sign	symbol, flag, person, human, face, attorney, american_flag, tie, accessory, accessories, crowd, smile	99.37220764160156, 99.37220764160156, 96.16104888916016, 96.16104888916016, 91.24984741210938, 89.69721984863281, 88.72989654541016, 66.02216339111328, 66.02216339111328, 66.02216339111328, 65.77118682861328, 55.67564392089844	Tie, Flag, Man, Person
Mac Thornberry	60	Male	white	Representative	Republican	TX	MacTXPress	Mac_Thornberry	mc_images/Mac_Thornberry.jpg	official, suit, businessperson, necktie, spokesperson, outerwear, speaker, public_speaking, formal_wear, elder, speech, tuxedo, military_officer	0.8914811611175537, 0.8725096583366394, 0.772577166557312, 0.7421691417694092, 0.7398496866226196, 0.7160784006118774, 0.7032480835914612, 0.6490311622619629, 0.6219170689582825, 0.6213154196739197, 0.6022204160690308, 0.5394513010978699, 0.5136924982070923	person, man, suit, necktie, clothing, indoor, standing, wearing, dressed, holding, posing, camera, smiling, glasses, room, red, people, group, white	symbol, flag, human, person, american_flag, tie, accessories, accessory, suit, apparel, overcoat, coat, clothing	99.26248931884766, 99.26248931884766, 94.96367645263672, 94.96367645263672, 89.15723419189453, 68.98544311523438, 68.98544311523438, 68.98544311523438, 61.53803634643555, 61.53803634643555, 61.53803634643555, 61.53803634643555, 61.53803634643555	Tie, Flag, Man
John Thune	57	Male	white	Senator	Republican	SD	SenJohnThune	John_Thune	mc_images/John_Thune.jpg	official, suit, spokesperson, businessperson, public_speaking, speech, necktie, speaker, gentleman, business, formal_wear	0.8886129260063171, 0.8825846314430237, 0.8349989652633667, 0.776580274105072, 0.6837978363037109, 0.6777819991111755, 0.6389051079750061, 0.6024394631385803, 0.564559817314148, 0.5178871750831604, 0.5105152130126953	person, man, indoor, suit, necktie, clothing, standing, red, wearing, dressed, front, posing, holding, woman, room, people, wedding, cutting, mirror, white	symbol, flag, person, human, american_flag, face, coat, overcoat, suit, apparel, clothing	99.83395385742188, 99.83395385742188, 96.61959838867188, 96.61959838867188, 94.38777923583984, 82.74542999267578, 55.739620208740234, 55.739620208740234, 55.739620208740234, 55.739620208740234, 55.739620208740234	Person, Tie, Man, Flag
Patrick Tiberi	56	Male	white	Representative	Republican	OH	pattiberi	Pat_Tiberi	mc_images/Pat_Tiberi.jpg	official, spokesperson, businessperson, suit, speaker, elder, public_speaking, necktie, business, speech	0.8923822045326233, 0.8107548952102661, 0.7993085980415344, 0.7693800330162048, 0.6953767538070679, 0.6554857492446899, 0.6419994235038757, 0.6257864832878113, 0.6088122725486755, 0.5731855630874634	person, suit, man, necktie, clothing, red, wearing, standing, front, posing, dressed, young, holding, woman, white, people, sign	symbol, flag, human, person, accessory, accessories, tie, american_flag, face, necktie	99.21759033203125, 99.21759033203125, 94.78036499023438, 94.78036499023438, 91.7751235961914, 91.7751235961914, 91.7751235961914, 89.45503234863281, 76.02525329589844, 68.33724212646484	Tie, Person, Flag
Scott Tipton	62	Male	white	Representative	Republican	CO	RepTipton	Scott_Tipton	mc_images/Scott_Tipton.jpg	person, official, businessperson, suit, outerwear, spokesperson, speaker, elder, speech, public_speaking	0.9232695698738098, 0.8933289647102356, 0.7733843922615051, 0.7227761149406433, 0.7148972153663635, 0.6875692009925842, 0.6824431419372559, 0.6095374226570129, 0.5870233178138733, 0.5282982587814331	person, man, necktie, clothing, suit, wearing, standing, front, looking, dressed, camera, posing, shirt, table, holding, people, black, woman, young, glasses, computer, red, white, group	flag, symbol, american_flag, human, person, attorney	99.73198699951172, 99.73198699951172, 92.70343780517578, 85.52291870117188, 85.52291870117188, 60.33305358886719	Tie, Person, Flag, Man
Paul Tonko	69	Male	white	Representative	Democrat	NY	RepPaulTonko	Paul_Tonko	mc_images/Paul_Tonko.jpg	person, senior_citizen, official, elder, chin, businessperson, forehead, spokesperson, speaker, necktie, gentleman	0.9347407817840576, 0.8939144015312195, 0.8899130821228027, 0.8112970590591431, 0.7830222845077515, 0.7802342772483826, 0.7294936180114746, 0.6827196478843689, 0.6292658448219299, 0.574623167514801, 0.5153083205223083	person, man, suit, older, clothing, old, wearing, holding, glasses, smiling, looking, standing, red, yellow, talking, hat, white, people, blue	flag, symbol, person, human, american_flag, accessories, accessory, tie	98.90247344970703, 98.90247344970703, 96.24720001220703, 96.24720001220703, 88.6022720336914, 80.11273956298828, 80.11273956298828, 80.11273956298828	Glasses, Tie, Flag
Patrick Toomey	57	Male	white	Senator	Republican	PA	SenToomey	Pat_Toomey	mc_images/Pat_Toomey.jpg	official, suit, businessperson, gentleman, spokesperson, speaker, necktie, formal_wear, public_speaking	0.8723417520523071, 0.8277403116226196, 0.7928401231765747, 0.7815808653831482, 0.6817349791526794, 0.6563964486122131, 0.6134540438652039, 0.5268277525901794, 0.503956139087677	person, man, suit, necktie, indoor, wearing, posing, red, business, dressed, photo, jacket, camera, standing, front, smiling, glasses, room, holding, young, white	human, face, person, symbol, flag, tie, accessories, accessory, american_flag, attorney, necktie, photo, photography, portrait, people, head, smile	98.97724151611328, 98.97724151611328, 98.97724151611328, 96.64825439453125, 96.64825439453125, 87.83625030517578, 87.83625030517578, 87.83625030517578, 81.10831451416016, 78.8666000366211, 66.62838745117188, 64.48233032226562, 64.48233032226562, 64.48233032226562, 63.28147506713867, 62.85524368286133, 61.619266510009766	Tie, Man, Flag
Niki Tsongas	72	Female	white	Representative	Democrat	MA	NikiInTheHouse	Niki_Tsongas	mc_images/Niki_Tsongas.jpg	person, official, spokesperson, hairstyle, chin, outerwear, smile, speaker, businessperson, public_speaking, senior_citizen	0.9319266676902771, 0.8690129518508911, 0.8226566910743713, 0.8054547905921936, 0.7854496240615845, 0.7652957439422607, 0.7141425609588623, 0.6723290085792542, 0.6623539924621582, 0.5727174878120422, 0.5209028124809265	person, woman, standing, wearing, smiling, holding, man, front, posing, table, shirt, young, white, large, suit, red, phone	flag, symbol, american_flag, person, human, face	99.75511932373047, 99.75511932373047, 94.21076965332031, 94.14583587646484, 94.14583587646484, 73.60326385498047	Woman, Person, Flag
Michael Turner	58	Male	white	Representative	Republican	OH	RepMikeTurner	Mike_Turner	mc_images/Mike_Turner.jpg	official, suit, businessperson, business, spokesperson, speaker, necktie, management, public_speaking, formal_wear	0.8868193626403809, 0.8711386322975159, 0.7995056509971619, 0.7433797121047974, 0.7054970860481262, 0.6797502636909485, 0.6306253671646118, 0.5714274644851685, 0.5645812153816223, 0.5494193434715271	person, man, necktie, suit, clothing, indoor, wearing, standing, dressed, posing, front, business, striped, holding, sitting, black, red, table, people, white, woman, room	flag, symbol, american_flag, person, human, tie, accessory, accessories, face, necktie	99.41211700439453, 99.41211700439453, 90.6902084350586, 88.93533325195312, 88.93533325195312, 81.0849609375, 81.0849609375, 81.0849609375, 60.94602966308594, 59.28290557861328	Tie, Man, Flag, Person
Fred Upton	65	Male	white	Representative	Republican	MI	RepFredUpton	Fred_Upton	mc_images/Fred_Upton.jpg	person, chin, forehead, senior_citizen, elder, official, businessperson, smile, spokesperson, jaw, ear	0.9474303722381592, 0.9133225083351135, 0.8635337948799133, 0.851495623588562, 0.782370388507843, 0.7753114104270935, 0.7383047342300415, 0.6400795578956604, 0.6289820671081543, 0.545128583908081, 0.5031838417053223	person, man, necktie, clothing, indoor, suit, older, wearing, holding, looking, smiling, photo, front, standing, shirt, posing, old, sitting, glasses, bow, table, dressed, red, white, large, wedding, woman, sign, people	apparel, clothing, human, face, person, head, shirt, doctor, accessory, accessories, tie, coat, photo, photography, portrait, necktie, text, selfie	98.825927734375, 98.825927734375, 97.48860168457031, 97.48860168457031, 97.48860168457031, 96.91203308105469, 89.1976547241211, 82.93235778808594, 81.0974349975586, 81.0974349975586, 81.0974349975586, 77.08992004394531, 72.49798583984375, 72.49798583984375, 72.49798583984375, 60.77958297729492, 59.95112609863281, 56.100521087646484	Tie, Man
Chris Van Hollen	59	Male	white	Senator	Democrat	MD	ChrisVanHollen	Chris_Van_Hollen	mc_images/Chris_Van_Hollen.jpg	official, suit, businessperson, elder, white_collar_worker, business, gentleman, spokesperson, formal_wear, tuxedo	0.8753231167793274, 0.8396402597427368, 0.8017461895942688, 0.7330939769744873, 0.7085121273994446, 0.6475059986114502, 0.6390756964683533, 0.6361604928970337, 0.5159366130828857, 0.512974739074707	person, man, outdoor, suit, standing, necktie, posing, wearing, front, holding, photo, jacket, camera, looking, smiling, dressed, business, older, street, city, water, white, sign, hat, red	human, person, executive, face, accessories, tie, accessory, attorney, head, necktie	99.89039611816406, 99.89039611816406, 99.89039611816406, 94.28119659423828, 93.53623962402344, 93.53623962402344, 93.53623962402344, 89.83641815185547, 84.21441650390625, 75.60919952392578	Tie, Man
Nydia Velázquez	65	Female	hispanic	Representative	Democrat	NY	NydiaVelazquez	Nydia_Velázquez	mc_images/Nydia_Velázquez.jpg	person, beauty, hairstyle, chin, outerwear, portrait, official, smile, long_hair, spokesperson, girl, neck	0.9237233996391296, 0.8797188997268677, 0.8479576706886292, 0.8103333115577698, 0.7507103681564331, 0.6592547297477722, 0.6545246243476868, 0.6322425603866577, 0.5882086157798767, 0.5555529594421387, 0.5277960896492004, 0.5110478401184082	person, clothing, woman, holding, dress, wearing, shirt, man, sitting, front, smiling, striped, phone, young, white, uniform, black, standing, table, suit, large, red, umbrella, blue, room	flag, symbol, american_flag, human, person, face	99.92831420898438, 99.92831420898438, 96.06863403320312, 95.04217529296875, 95.04217529296875, 59.41484832763672	Woman, Flag, Person, Clothing
Peter Visclosky	69	Male	white	Representative	Democrat	IN	RepVisclosky	Pete_Visclosky	mc_images/Pete_Visclosky.jpg	official, suit, businessperson, spokesperson, elder, speaker, necktie, public_speaking, speech, gentleman, formal_wear, business, tuxedo	0.8917897939682007, 0.8864367604255676, 0.7726300954818726, 0.6892175674438477, 0.688920259475708, 0.6804938316345215, 0.6705023050308228, 0.6329177618026733, 0.6007967591285706, 0.5613176822662354, 0.5550428628921509, 0.5352888703346252, 0.5260475277900696	person, man, necktie, suit, wearing, standing, holding, smiling, camera, red, posing, front, dressed, striped, young, woman, shirt, white, sign, people, blue	flag, symbol, person, human, tie, accessory, accessories, american_flag, suit, apparel, overcoat, clothing, coat, face	99.57568359375, 99.57568359375, 97.66618347167969, 97.66618347167969, 94.71499633789062, 94.71499633789062, 94.71499633789062, 93.49617004394531, 92.99238586425781, 92.99238586425781, 92.99238586425781, 92.99238586425781, 92.99238586425781, 58.41875457763672	Tie, Flag, Person, Man
Tim Walberg	67	Male	white	Representative	Republican	MI	RepWalberg	Tim_Walberg	mc_images/Tim_Walberg.jpg	person, official, spokesperson, businessperson, speech, public_speaking, suit, elder, senior_citizen, speaker, military_officer, necktie	0.9227595329284668, 0.8935377597808838, 0.79548579454422, 0.7511693835258484, 0.7428517937660217, 0.7324825525283813, 0.7241349220275879, 0.7095235586166382, 0.6699742674827576, 0.6626005172729492, 0.5916826725006104, 0.5425233244895935	person, man, suit, necktie, clothing, wearing, standing, dressed, holding, posing, front, red, woman, young, people, white, sign	person, human, symbol, flag, crowd, american_flag, accessory, accessories, tie, face, press_conference, attorney	97.96733093261719, 97.96733093261719, 95.75760650634766, 95.75760650634766, 87.63318634033203, 74.73753356933594, 68.50341033935547, 68.50341033935547, 68.50341033935547, 60.93882751464844, 59.550018310546875, 55.27486038208008	Person, Tie, Flag, Man
Greg Walden	61	Male	white	Representative	Republican	OR	RepGregWalden	Greg_Walden	mc_images/Greg_Walden.jpg	official, suit, businessperson, necktie, spokesperson, outerwear, speaker, business, speech, public_speaking, elder, gentleman	0.8887155055999756, 0.8702337145805359, 0.778597891330719, 0.7553941607475281, 0.7500494718551636, 0.6989298462867737, 0.658501923084259, 0.6315187215805054, 0.6299290060997009, 0.5827231407165527, 0.5660973787307739, 0.5121231079101562	person, man, suit, outdoor, standing, wearing, photo, looking, people, holding, business, black, woman, glasses, phone, talking, group, red	flag, symbol, human, person, american_flag, tie, accessory, accessories, face, apparel, overcoat, clothing, coat, suit, jacket, blazer	99.39330291748047, 99.39330291748047, 94.9501953125, 94.9501953125, 90.76148223876953, 74.21415710449219, 74.21415710449219, 74.21415710449219, 68.86943054199219, 67.50861358642578, 67.50861358642578, 67.50861358642578, 67.50861358642578, 67.50861358642578, 55.7924919128418, 55.7924919128418	Tie, Glasses, Flag, Person, Man
Timothy Walz	54	Male	white	Representative	Democrat	MN	RepTimWalz	Tim_Walz	mc_images/Tim_Walz.jpg	person, official, businessperson, elder, spokesperson, military_officer, suit, speaker, speech, public_speaking	0.9291219711303711, 0.8921133875846863, 0.7530379891395569, 0.6826267838478088, 0.641186535358429, 0.6294927597045898, 0.6075734496116638, 0.5997529029846191, 0.5976279377937317, 0.5240030884742737	person, man, suit, clothing, standing, holding, woman, wearing, front, posing, dressed, red, older, black, people, old, sign, white	flag, symbol, human, person, american_flag, face	99.71479797363281, 99.71479797363281, 94.65328979492188, 94.65328979492188, 93.56710815429688, 84.31336212158203	Tie, Man, Flag, Person
Debbie Wasserman Schultz	52	Female	white	Representative	Democrat	FL	RepDWStweets	Debbie_Wasserman_Schultz	mc_images/Debbie_Wasserman_Schultz.jpg	person, hairstyle, official, outerwear, chin, spokesperson, smile, businessperson, suit, speaker	0.9371222853660583, 0.8194739818572998, 0.8140463829040527, 0.8120253086090088, 0.7925089001655579, 0.7604292035102844, 0.7354567050933838, 0.6708173751831055, 0.6395202279090881, 0.6093965172767639	person, woman, holding, smiling, man, standing, young, posing, front, black, wearing, table, large, shirt, white, hat, blue	flag, symbol, american_flag, person, human, face	99.85932159423828, 99.85932159423828, 94.21125793457031, 93.33760070800781, 93.33760070800781, 68.04151916503906	Woman, Flag, Person
Maxine Waters	80	Female	african_american	Representative	Democrat	CA	MaxineWaters	Maxine_Waters	mc_images/Maxine_Waters.jpg	chin, hairstyle, forehead, black_hair, smile, hair_coloring, long_hair, brown_hair, television_presenter	0.8883985877037048, 0.8715261816978455, 0.7948874831199646, 0.6874273419380188, 0.6742339730262756, 0.6684885621070862, 0.6280505061149597, 0.602989912033081, 0.5361078381538391	person, woman, holding, smiling, man, front, young, laptop, standing, sitting, table, wearing, shirt, black, computer, phone, white, large, red, people, remote, sign, blue	face, human, person, pendant, dimples, smile, accessories, accessory, female, hair, jewelry, woman, portrait, photo, photography	99.8023910522461, 99.8023910522461, 99.8023910522461, 92.49433135986328, 91.8203353881836, 90.55729675292969, 79.67731475830078, 79.67731475830078, 74.8275375366211, 74.71987915039062, 72.99845886230469, 60.08871078491211, 55.53767395019531, 55.53767395019531, 55.53767395019531	Woman, Necklace
